Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Paul George\georgpa01,SF,25,IND,81,2819,20.9,0.557,0.391,0.364,3.1,18.7,10.9,20.3,2.7,0.8,13.6,30.4,4.4,4.8,9.2,0.157,3.7,1.2,4.9,4.9
Jimmy Butler\butleji01,SG,26,CHI,67,2474,21.3,0.562,0.198,0.459,3.4,11.6,7.6,21.4,2.2,1.3,9.6,24.4,6.5,2.7,9.1,0.177,3.2,1.2,4.4,3.9
Damian Lillard\lillada01,PG,25,POR,75,2676,22.2,0.56,0.414,0.315,1.8,10.4,6.1,33.6,1.2,0.8,12.6,31.3,7.7,1.4,9.2,0.165,5.7,-1.3,4.4,4.3
Isaiah Thomas\thomais02,PG,26,BOS,82,2644,21.5,0.562,0.336,0.394,1.8,8,4.9,32.7,1.7,0.3,11.9,29.6,7.2,2.5,9.7,0.177,4.9,-0.6,4.3,4.2
Paul Millsap\millspa01,PF,30,ATL,81,2647,21.3,0.556,0.218,0.383,8.4,21.5,15.1,16.4,2.7,4.1,13.3,24.3,4.1,6,10.1,0.183,1.5,2.7,4.2,4.1
Hassan Whiteside\whiteha01,C,26,MIA,73,2125,25.7,0.629,0,0.482,13.1,32.4,23.1,2.4,1.1,9.7,14.2,20.7,5,5.3,10.3,0.233,1.7,2.4,4.1,3.3
Chris Bosh\boshch01,PF,31,MIA,53,1778,20.2,0.571,0.289,0.349,3.2,21.1,12.4,12.1,1,1.5,8.1,24.7,4.1,2.3,6.4,0.172,3.6,0.5,4,2.7
Kemba Walker\walkeke02,PG,25,CHO,81,2885,20.8,0.554,0.368,0.329,2.1,11.5,6.8,25.7,2.2,1.1,10.1,26.5,6.3,3.6,9.9,0.165,3.5,0.5,4,4.3
Anthony Davis\davisan02,C,22,NOP,61,2164,25,0.559,0.095,0.379,6.4,26.4,16.1,10,1.8,4.7,8.4,29.6,4.4,2.8,7.2,0.16,3.6,0.4,3.9,3.2
Nikola Jokić\jokicni01,C,20,DEN,80,1733,21.5,0.582,0.14,0.317,11.4,24.7,17.9,18.1,2.3,2.3,13.2,19.9,4.5,2.2,6.7,0.185,2.6,1.3,3.9,2.6
Al Horford\horfoal01,C,29,ATL,82,2631,19.4,0.565,0.244,0.123,6.3,18.2,12.4,16.7,1.3,3.6,8.8,20.6,4.9,4.5,9.4,0.172,2.2,1.6,3.8,3.9
John Wall\walljo01,PG,25,WAS,77,2784,19.8,0.51,0.243,0.255,1.7,13.8,7.6,46.2,2.5,1.7,17.5,28.6,2.2,3.5,5.7,0.098,3.1,0.4,3.5,3.9
Carmelo Anthony\anthoca01,SF,31,NYK,72,2530,20.3,0.53,0.237,0.308,4.3,19.5,12,21.9,1.3,1.1,10.6,29.7,3.9,2.5,6.4,0.121,3.8,-0.5,3.3,3.4
DeMarcus Cousins\couside01,C,25,SAC,65,2246,23.6,0.538,0.158,0.498,7.7,28.2,18,17,2.2,3.3,13.3,35.4,2.4,3.3,5.7,0.122,2.7,0.6,3.3,3
Derrick Favors\favorde01,PF,24,UTA,62,1983,21.6,0.551,0.005,0.313,10,19.6,14.8,8.9,2,3.9,10.1,23.9,3.8,3.4,7.1,0.173,2.1,1.2,3.3,2.6
Kevin Love\loveke01,PF,27,CLE,77,2424,19,0.553,0.449,0.321,7,28.4,17.8,12.2,1.2,1.4,11.3,23.4,4.7,3.8,8.5,0.169,3,0.3,3.3,3.3
Mike Conley\conlemi01,PG,28,MEM,56,1761,19.4,0.538,0.309,0.329,1.6,9.3,5.3,32.7,2,0.8,9.5,22.4,4.2,1.1,5.3,0.145,3.5,-0.5,3,2.2
Tim Duncan*\duncati01,C,39,SAS,61,1536,16.9,0.523,0.005,0.297,8.8,23.8,16.6,15.3,1.6,3.9,15.3,17.6,1.6,3.6,5.2,0.163,-0.1,3.1,3,2
DeAndre Jordan\jordade01,C,27,LAC,77,2598,20.6,0.628,0.002,1.219,11.4,32.7,22.2,5.3,1,5.4,12.1,15.4,6,5.5,11.5,0.213,1.5,1.3,2.8,3.2
Danilo Gallinari\gallida01,SF,27,DEN,53,1839,19,0.582,0.341,0.617,3.1,14,8.5,11.8,1.1,0.8,8,23,5.5,0.9,6.3,0.165,3.4,-0.7,2.7,2.2
Reggie Jackson\jacksre01,PG,25,DET,79,2424,19.6,0.535,0.268,0.271,2.5,9.1,5.7,36.3,1.2,0.3,13.8,29.1,4.9,1.9,6.9,0.136,3.4,-0.6,2.7,2.8
Marvin Williams\willima02,PF,29,CHO,81,2338,16.8,0.585,0.506,0.193,5.9,18.6,12.2,7.6,1.2,2.7,7.1,16.8,4.7,3.2,7.8,0.161,2.1,0.5,2.7,2.7
Gordon Hayward\haywago01,SF,25,UTA,80,2893,18.3,0.559,0.341,0.397,2.5,13.5,8,18.2,1.7,0.8,12.5,25.7,5.5,3.4,8.9,0.147,2.4,0.2,2.6,3.3
DeMar DeRozan\derozde01,SG,26,TOR,78,2804,21.5,0.55,0.101,0.474,2.7,11.5,7.1,20.8,1.5,0.6,9.5,29.8,7.5,2.4,9.9,0.169,3.2,-0.7,2.5,3.2
Dirk Nowitzki\nowitdi01,PF,37,DAL,75,2364,19,0.555,0.308,0.252,2.4,20.3,11.4,10.1,1.1,1.8,6.4,25.5,4.2,2.6,6.8,0.138,2.4,0.1,2.5,2.7
LaMarcus Aldridge\aldrila01,PF,30,SAS,74,2261,22.4,0.565,0.015,0.289,9.2,22.2,15.9,8.1,0.9,2.8,7.8,25.9,5.6,4.5,10.1,0.215,2,0.3,2.3,2.5
Kyrie Irving\irvinky01,PG,23,CLE,53,1667,19.9,0.54,0.298,0.217,3,7.6,5.3,26.6,1.7,0.9,11.4,29.5,3.2,1.7,5,0.143,3.2,-0.8,2.3,1.8
Jae Crowder\crowdja01,SF,25,BOS,73,2308,15.8,0.565,0.446,0.294,3.2,14.2,8.6,8.9,2.7,1.2,8.3,18.5,3.8,3.5,7.3,0.152,0.8,1.4,2.2,2.5
Rudy Gobert\goberru01,C,23,UTA,61,1932,17.5,0.582,0,0.799,12.6,27.7,20.2,7.4,1.2,5.9,19.2,14.2,2.6,3.8,6.4,0.16,0,2.2,2.2,2
J.J. Redick\redicjj01,SG,31,LAC,75,2097,17.5,0.632,0.478,0.233,0.5,6.6,3.6,8.6,1,0.2,7.4,22.6,5.3,1.4,6.7,0.154,3.3,-1.1,2.2,2.2
Karl-Anthony Towns\townska01,C,20,MIN,82,2627,22.5,0.59,0.076,0.239,10.3,27.5,19,11.3,1.1,4.3,12.6,24.9,5.5,2.8,8.3,0.151,2.5,-0.4,2.2,2.7
Giannis Antetokounmpo\antetgi01,PG,21,MIL,80,2823,18.8,0.566,0.108,0.404,4.6,20,12.4,20,1.7,3.4,14.8,22.3,4.2,2.9,7.1,0.121,1.3,0.7,2.1,2.9
Jrue Holiday\holidjr01,PG,25,NOP,65,1831,19.7,0.529,0.277,0.231,1.6,10.5,5.9,37.3,2.4,1,14,28.9,2.2,1.2,3.4,0.089,2.7,-0.6,2.1,1.9
Greg Monroe\monrogr01,C,25,MIL,79,2314,21.8,0.562,0.001,0.327,10.9,23.4,17.2,13.2,1.6,2.5,10.7,23.5,5,2.4,7.5,0.155,2.7,-0.6,2.1,2.4
Chandler Parsons\parsoch01,SF,27,DAL,61,1799,16.2,0.589,0.386,0.209,1.8,15.6,8.7,16,1.3,1,11.8,20.5,2.6,1.6,4.3,0.114,1.8,0.2,2,1.8
Ed Davis\davised01,PF,26,POR,81,1684,18.7,0.616,0,0.605,14.4,24.2,19.3,7.7,1.7,3.3,13,12.7,4.4,2.3,6.7,0.192,1,0.9,1.9,1.6
Nikola Vučević\vucevni01,C,25,ORL,65,2037,21.1,0.531,0.009,0.143,9.3,22.2,15.7,15.9,1.3,2.8,10,26.8,2.8,2.4,5.2,0.122,1.9,0,1.9,2
Dwyane Wade\wadedw01,SG,34,MIA,74,2258,20.3,0.517,0.037,0.343,4.3,10.7,7.6,27.4,1.8,1.4,13,31.6,2.4,2.6,4.9,0.105,2.3,-0.4,1.9,2.2
Ricky Rubio\rubiori01,PG,25,MIN,76,2323,17.6,0.529,0.324,0.536,2,14.1,8.2,41.4,3.5,0.4,21,17.7,3.6,2.2,5.8,0.119,1,0.8,1.8,2.3
Klay Thompson\thompkl01,SG,25,GSW,80,2666,18.6,0.597,0.469,0.159,1.5,10.3,6.2,9.8,1.1,1.4,8.5,26.3,5.5,2.6,8,0.144,3.4,-1.6,1.8,2.5
Marc Gasol\gasolma01,C,31,MEM,52,1791,17.7,0.528,0.004,0.347,3.5,20.2,11.5,18.9,1.4,3.6,12.7,23.4,1.8,1.9,3.7,0.098,0.8,0.9,1.7,1.7
Victor Oladipo\oladivi01,SG,23,ORL,72,2379,16.7,0.534,0.291,0.255,2.2,14,8,18.6,2.4,1.9,12.4,22.9,2.2,2.7,4.9,0.099,0.9,0.9,1.7,2.3
Jonas Valančiūnas\valanjo01,C,23,TOR,60,1557,22.6,0.61,0,0.397,13.8,26.3,20.1,4.8,0.8,4.2,11.9,20.9,4.5,2.4,6.9,0.211,2.1,-0.5,1.7,1.4
Tobias Harris\harrito02,PF,23,TOT,76,2513,16.2,0.56,0.269,0.273,4.1,18.6,11.2,10.6,1.3,1.3,9.8,19.3,4.1,2.5,6.6,0.126,1.2,0.3,1.5,2.2
Patty Mills\millspa02,PG,27,SAS,81,1662,14.6,0.541,0.523,0.095,1.9,8.7,5.4,20.1,1.8,0.3,10.7,19.7,2.2,2.6,4.8,0.139,0.8,0.7,1.5,1.5
Nikola Mirotić\mirotni01,PF,24,CHI,66,1646,15.6,0.564,0.568,0.297,3.8,19.1,11.6,9.4,1.8,2,12.9,21.1,1.8,2.2,3.9,0.115,1,0.4,1.5,1.5
Mason Plumlee\plumlma01,C,25,POR,82,2084,17.2,0.564,0.008,0.648,10.4,22.2,16.3,16.2,1.6,3.2,18.8,17.1,3.4,2.7,6.1,0.14,0,1.6,1.5,1.9
Brook Lopez\lopezbr01,C,27,BRK,73,2457,21.7,0.562,0.012,0.348,9.2,17.2,13.1,10.8,1.2,4.1,11.6,27.3,4.5,1.7,6.2,0.121,1.9,-0.5,1.4,2.1
CJ McCollum\mccolcj01,SG,24,POR,80,2780,17.7,0.544,0.33,0.158,1.8,8.3,5,21.6,1.7,0.6,11.4,27.1,4.4,1.7,6,0.104,2.3,-1,1.3,2.3
Jeff Teague\teaguje01,PG,27,ATL,79,2255,17.9,0.551,0.278,0.316,1.6,8.6,5.2,34.4,2.1,0.8,16.2,26.6,2.8,3,5.9,0.125,1.5,-0.2,1.3,1.9
Mirza Teletović\teletmi01,PF,30,PHO,79,1686,16.2,0.571,0.592,0.199,3.5,16.3,9.7,9.1,0.9,1,9,23.4,2.9,0.9,3.8,0.109,2.8,-1.4,1.3,1.4
Lou Williams\willilo02,SG,29,LAL,67,1907,17.7,0.584,0.462,0.612,1.7,8.1,4.8,15.1,1.6,0.8,10.8,22.8,4.5,0.3,4.7,0.119,2.4,-1.1,1.3,1.6
Nicolas Batum\batumni01,SF,27,CHO,70,2448,15.6,0.546,0.457,0.22,2.4,16.8,9.6,26.9,1.3,1.4,17.6,21.4,2,2.9,5,0.097,1.1,0.1,1.2,2
Amir Johnson\johnsam01,PF,28,BOS,79,1800,16,0.602,0.101,0.284,10.3,19.6,14.9,11.4,1.4,3.6,16.4,13.6,3,2.9,5.9,0.158,-0.4,1.6,1.2,1.4
Enes Kanter\kanteen01,C,23,OKC,82,1721,24,0.626,0.029,0.349,16.7,24.9,21,3.1,0.7,1.5,12.2,23.4,6,2.1,8.1,0.226,3.3,-2.1,1.2,1.4
Andre Drummond\drumman01,C,22,DET,81,2666,21.2,0.499,0.006,0.553,15.6,34.2,24.5,4.4,2.3,3.2,10.5,24.1,2,5.5,7.4,0.133,0.8,0.3,1.1,2
Danny Green\greenda02,SG,28,SAS,79,2062,10.5,0.492,0.622,0.082,2.7,13.6,8.4,9.3,2,2.4,11.4,14.6,0.2,4.1,4.2,0.099,-1,2.1,1.1,1.6
Andre Iguodala\iguodan01,SF,32,GSW,65,1732,12.2,0.565,0.418,0.226,3.4,12.4,8.2,16.3,2,0.8,16.3,12.1,2.3,2.1,4.4,0.122,-0.2,1.3,1.1,1.4
Otto Porter\porteot01,SF,22,WAS,75,2276,14.5,0.564,0.372,0.176,4.7,14.7,9.6,7.9,2.2,1.1,8.3,16.2,3,2.7,5.6,0.119,0.3,0.8,1.1,1.8
Aaron Gordon\gordoaa01,PF,20,ORL,78,1863,17,0.541,0.245,0.333,9,21.3,15.1,10.3,1.6,2.4,9,17.3,3.2,2.2,5.4,0.139,0.9,0.1,1,1.4
Rajon Rondo\rondora01,PG,29,SAC,72,2537,16.9,0.506,0.217,0.192,3.3,15.2,9.3,48,2.7,0.3,24.7,18.8,2.3,2.3,4.6,0.087,1,0,1,1.9
Ian Mahinmi\mahinia01,C,29,IND,71,1816,16.6,0.603,0,0.502,8.3,22.1,15.3,8.9,1.8,3.3,15.5,15.7,2.9,3.3,6.2,0.163,-0.9,1.9,0.9,1.4
Kristaps Porziņģis\porzikr01,PF,20,NYK,72,2047,17.7,0.518,0.274,0.271,7.1,20.7,14,7.9,1.3,5,10.9,24.6,1.5,2.9,4.4,0.102,0.6,0.3,0.9,1.5
Will Barton\bartowi01,SG,25,DEN,82,2353,16,0.535,0.331,0.273,2.7,20,11.2,14.4,1.5,1.3,11.2,23,2.4,1.9,4.3,0.088,1.2,-0.4,0.8,1.7
Luol Deng\denglu01,PF,30,MIA,74,2394,15,0.549,0.344,0.258,5.3,15.4,10.5,9,1.6,0.9,8.9,17.4,3.5,2.8,6.4,0.128,0.7,0.2,0.8,1.7
Gorgui Dieng\dienggo01,C,26,MIN,82,2220,17.1,0.601,0.035,0.428,8.3,22.1,15.3,10.1,2.1,3.5,16.9,16.7,3.4,2.5,5.9,0.127,-0.1,0.8,0.8,1.5
Thabo Sefolosha\sefolth01,SF,31,ATL,75,1758,12.4,0.578,0.333,0.266,3.3,17.1,10.4,8.8,2.4,1.7,14.1,12.3,1.3,3.2,4.5,0.122,-1.5,2.3,0.8,1.3
George Hill\hillge01,PG,29,IND,74,2524,13.2,0.555,0.425,0.203,2.5,10.3,6.5,15.5,1.6,0.5,11.1,15.8,3.4,2.8,6.2,0.118,0.1,0.7,0.7,1.7
Rodney Hood\hoodro01,SG,23,UTA,79,2541,14.1,0.542,0.462,0.206,1.8,10.5,6.1,14.4,1.5,0.5,10.5,21.5,3.4,2.5,6,0.112,0.7,0,0.7,1.7
Marcin Gortat\gortama01,C,31,WAS,75,2256,19,0.592,0.001,0.271,10.8,26.3,18.4,7.5,1,3.4,12.4,18.9,4.2,3.1,7.3,0.156,0.5,0.1,0.6,1.5
Khris Middleton\middlkh01,SG,24,MIL,79,2852,16.8,0.56,0.316,0.273,1.8,10.2,6,18.9,2.3,0.6,12.3,23,4.3,1.8,6.1,0.103,1.2,-0.5,0.6,1.9
Jared Sullinger\sullija01,PF,23,BOS,81,1915,16.7,0.476,0.128,0.2,10.6,27,18.7,15.5,1.9,1.9,10.4,21.8,1.3,3.6,4.8,0.121,0,0.7,0.6,1.3
Andre Roberson\roberan03,SG,24,OKC,70,1553,10.2,0.566,0.376,0.197,5.9,11.4,8.8,4,1.7,2,10.5,9.1,1.8,1.6,3.4,0.105,-0.7,1.3,0.5,1
J.R. Smith\smithjr01,SG,30,CLE,77,2362,12.4,0.542,0.6,0.084,2.1,8.3,5.2,8.5,1.8,0.7,6.3,18,3,2.5,5.5,0.111,0.2,0.3,0.5,1.5
Trevor Ariza\arizatr01,SF,30,HOU,81,2859,12.9,0.551,0.581,0.187,2.6,11.6,7.1,10,2.8,0.8,10.8,15.7,3.1,2.3,5.4,0.09,0.1,0.3,0.4,1.7
Tony Parker\parketo01,PG,33,SAS,72,1980,16.2,0.546,0.092,0.241,1,8.8,5.1,29.1,1.4,0.4,14.3,21.2,2.9,2.9,5.8,0.142,0.2,0.2,0.4,1.2
Kent Bazemore\bazemke01,SF,26,ATL,75,2083,13.4,0.551,0.421,0.208,1.5,18,9.9,12.7,2.3,1.4,14.8,20,0.3,3.8,4.1,0.094,-1.2,1.5,0.3,1.2
Bradley Beal\bealbr01,SG,22,WAS,55,1708,15.5,0.547,0.339,0.22,2.6,9.8,6.2,15.6,1.5,0.5,11.3,25.3,1.4,1.3,2.7,0.076,1.2,-0.9,0.3,1
Kenneth Faried\farieke01,PF,26,DEN,67,1694,21,0.577,0.003,0.355,15.1,23,19,8.1,0.9,2.9,11.2,21,4,1.5,5.5,0.156,1.7,-1.4,0.3,1
Shaun Livingston\livinsh01,PG,30,GSW,78,1520,13.8,0.581,0.032,0.245,3.2,8.5,6,21,1.8,1.3,15.7,14.2,2.9,1.7,4.6,0.145,-0.7,1.1,0.3,0.9
Terrence Ross\rosste01,SF,24,TOR,73,1747,12.9,0.551,0.542,0.099,1.4,10.6,6.1,5.3,1.6,1.2,6.6,18.2,2.1,1.6,3.6,0.1,0.6,-0.3,0.3,1
Steven Adams\adamsst01,C,22,OKC,80,2014,15.5,0.621,0,0.46,12.5,16.1,14.4,4.3,1,3.3,14.1,12.6,4.2,2.3,6.5,0.155,0,0.2,0.2,1.1
Patrick Beverley\beverpa01,PG,27,HOU,71,2041,13,0.553,0.522,0.148,3.9,9.6,6.8,17.9,2.3,1.1,12.6,15.3,3.1,1.3,4.4,0.102,0,0.1,0.2,1.1
Tristan Thompson\thomptr01,PF,24,CLE,82,2269,15.9,0.611,0,0.576,13.5,23.3,18.4,4,0.9,1.8,10.4,11.7,5.6,3.1,8.7,0.185,0.5,-0.3,0.2,1.2
Al-Farouq Aminu\aminual01,SF,25,POR,82,2341,12.7,0.533,0.485,0.217,4.5,18.6,11.5,8.8,1.5,1.8,13.2,16.9,1.7,2.3,4,0.082,-0.2,0.2,0.1,1.2
Omri Casspi\casspom01,PF,27,SAC,69,1880,13.9,0.587,0.441,0.256,3.4,20.1,11.8,7.5,1.4,0.7,12,17.8,2.1,1.5,3.6,0.092,0.4,-0.2,0.1,1
Darren Collison\collida01,PG,28,SAC,74,2219,15.9,0.591,0.28,0.291,1.4,6.8,4.1,21.7,1.6,0.1,12.9,19.2,4.5,0.7,5.2,0.113,0.9,-0.8,0.1,1.2
Monta Ellis\ellismo01,SG,30,IND,81,2734,13.7,0.504,0.276,0.202,1.7,9.1,5.4,22.2,2.7,1.1,15.4,21.2,0.4,3.9,4.3,0.075,-1,1.1,0.1,1.5
Dwight Howard\howardw01,C,30,HOU,71,2280,18.9,0.604,0.01,0.79,11.4,29.1,20.2,7,1.5,4.1,17,18.4,3.5,3.1,6.6,0.138,0.3,-0.2,0.1,1.2
J.J. Barea\bareajo01,PG,31,DAL,74,1667,15.4,0.536,0.366,0.135,1.7,8.3,5,31.5,0.8,0.1,13,23.8,2.1,0.7,2.8,0.082,1.6,-1.6,0,0.9
Trevor Booker\booketr01,PF,28,UTA,79,1632,14.4,0.533,0.106,0.273,11.9,20.4,16.2,8.2,1.9,2.1,15.7,14.6,1.8,2.6,4.3,0.128,-1,1,0,0.8
Taj Gibson\gibsota01,PF,30,CHI,73,1936,15.7,0.556,0.006,0.292,11.4,15.9,13.7,8.3,1.2,2.9,12.1,14.6,3.2,2.2,5.4,0.133,-0.4,0.4,0,1
Evan Turner\turneev01,SG,27,BOS,81,2271,13.6,0.513,0.11,0.238,2.3,16.5,9.3,23.9,1.7,1,16.9,18.8,1,3,4,0.085,-0.9,0.9,0,1.1
Thaddeus Young\youngth01,PF,27,BRK,73,2407,17.5,0.533,0.031,0.169,8.1,23,15.4,9.6,2.3,1.2,11.6,21.6,1.9,2.2,4.1,0.081,0.1,-0.1,0,1.2
Avery Bradley\bradlav01,SG,25,BOS,76,2536,13.2,0.538,0.399,0.121,2,7.3,4.6,9.8,2.2,0.6,9.2,19.8,2,2.8,4.8,0.09,-0.4,0.3,-0.1,1.2
Jared Dudley\dudleja01,PF,30,WAS,81,2098,11.7,0.602,0.489,0.201,2.8,12.6,7.6,11.4,1.7,0.7,13.1,12.7,2.6,2,4.6,0.105,-0.8,0.7,-0.1,1
Patrick Patterson\pattepa01,PF,26,TOR,79,2020,10.6,0.534,0.594,0.069,4.4,14.8,9.7,7.1,1.4,1.3,11.3,12.9,1.6,2,3.6,0.086,-0.1,0,-0.1,1
Cody Zeller\zelleco01,C,23,CHO,73,1774,16.1,0.592,0.023,0.531,8.4,19.7,14,6.3,1.6,2.9,11.2,15.4,3.6,2.7,6.3,0.169,-1.1,1,-0.1,0.9
Ryan Anderson\anderry01,PF,27,NOP,66,2008,17.2,0.546,0.385,0.245,7,15.2,10.9,6.1,0.9,1,8,24.7,3.1,0.8,3.9,0.092,2.2,-2.4,-0.2,0.9
Bismack Biyombo\biyombi01,C,23,TOR,82,1808,14.9,0.586,0.003,0.785,11.7,29.5,20.8,2.4,0.5,6.1,15.5,11.5,2.8,3.1,5.9,0.156,-1.3,1.1,-0.2,0.8
Ersan İlyasova\ilyaser01,PF,28,TOT,74,1881,14.2,0.526,0.392,0.233,8.1,15.6,11.7,5.6,1.4,1.4,8.9,18.6,2.4,2,4.4,0.113,0.2,-0.4,-0.2,0.9
Wesley Johnson\johnswe01,SF,28,LAC,80,1666,11,0.513,0.6,0.089,2.5,13.6,8.1,4.4,2.7,2.6,9.2,16,0,2.7,2.6,0.076,-1.7,1.5,-0.2,0.8
Robin Lopez\lopezro01,C,27,NYK,82,2219,17.6,0.574,0.002,0.243,13.4,16.2,14.8,8.5,0.4,4.4,15.4,17.7,3.7,2.1,5.8,0.126,0.4,-0.5,-0.2,1
Marcus Morris\morrima03,SF,26,DET,80,2856,12.7,0.531,0.315,0.287,3.3,12.4,7.7,11,1.2,0.6,11.6,18.4,2.9,2.5,5.4,0.091,-0.3,0.1,-0.2,1.3
Nerlens Noel\noelne01,C,21,PHI,67,1965,16.2,0.544,0.003,0.387,8.2,22.2,15,10.5,2.9,3.9,18.7,18.8,0.3,2.8,3,0.074,-1.7,1.5,-0.2,0.9
Zaza Pachulia\pachuza01,C,31,DAL,76,2004,16.2,0.55,0.006,0.587,13.7,25.7,19.7,9.7,1.6,0.9,16.8,16.2,3.4,2.7,6,0.145,-0.3,0.1,-0.2,0.9
Kentavious Caldwell-Pope\caldwke01,SG,22,DET,76,2789,12.4,0.521,0.384,0.238,2.6,8.6,5.5,7.8,2,0.5,9,18.2,2.6,2.7,5.3,0.092,-1.1,0.8,-0.3,1.2
Evan Fournier\fournev01,SF,23,ORL,79,2566,14.6,0.587,0.42,0.256,1.4,8.4,4.9,12.8,1.9,0.1,11.4,20.1,4,1.7,5.7,0.106,0.1,-0.5,-0.3,1.1
Rudy Gay\gayru01,SF,29,SAC,70,2379,15.5,0.538,0.214,0.252,4.7,15.9,10.4,8,2,1.7,11.1,22.4,1.8,2.1,3.8,0.078,-0.1,-0.3,-0.3,1
Zach Randolph\randoza01,PF,34,MEM,68,2016,18.3,0.519,0.029,0.238,9.7,20.7,15,12.9,1.1,0.6,9.5,24.6,2.8,1.5,4.3,0.103,1.4,-1.7,-0.3,0.9
Ramon Sessions\sessira01,PG,29,WAS,82,1667,15.9,0.565,0.188,0.478,1.6,12.2,6.8,22,1.3,0.2,13.8,21.8,2.5,1.3,3.8,0.109,0.2,-0.5,-0.3,0.7
Deron Williams\willide01,PG,31,DAL,65,2106,14.6,0.53,0.364,0.266,1,8.9,5,29.3,1.5,0.6,14.8,22,2.2,1.4,3.7,0.083,0.4,-0.7,-0.3,0.9
Goran Dragić\dragigo01,PG,29,MIA,72,2363,15.5,0.537,0.234,0.189,2.7,10.4,6.6,28.7,1.5,0.6,16.3,21.9,2.4,2.3,4.7,0.096,0.1,-0.5,-0.4,1
José Calderón\caldejo01,PG,34,NYK,72,2024,12.3,0.571,0.446,0.105,1.2,11,6.2,22.3,1.6,0.3,15.4,12.6,2.7,1.4,4,0.096,-0.8,0.1,-0.6,0.7
Serge Ibaka\ibakase01,PF,26,OKC,78,2500,13.9,0.533,0.212,0.139,6.5,16.2,11.6,3.9,0.8,4.5,10.5,17.6,2.5,3,5.5,0.105,-0.6,0,-0.6,0.8
Brandon Knight\knighbr03,SG,24,PHO,52,1870,14.7,0.522,0.392,0.204,2,9.9,5.9,24.4,1.6,0.9,15.4,26.2,0.7,0.9,1.7,0.043,0.9,-1.5,-0.6,0.6
Michael Carter-Williams\cartemi01,PG,24,MIL,54,1649,13.9,0.497,0.099,0.292,3.4,15.7,9.6,26.6,2.5,2.1,19.6,21.3,-0.4,1.6,1.2,0.035,-1.4,0.6,-0.7,0.5
Jordan Hill\hilljo01,C,28,IND,73,1513,16.4,0.534,0.002,0.228,11.3,21.2,16.3,9.5,1.2,2,13.2,20.3,1.6,2.3,3.9,0.124,-0.7,0,-0.7,0.5
Darrell Arthur\arthuda01,PF,27,DEN,70,1516,12.5,0.514,0.239,0.108,6.2,15.4,10.7,10,1.8,2.6,11.4,16.7,1,1.3,2.3,0.072,-1.3,0.5,-0.8,0.4
Jerryd Bayless\bayleje01,SG,27,MIL,52,1505,12.4,0.568,0.529,0.206,1.6,9,5.4,16.2,1.6,0.6,13.3,16.4,1.8,0.6,2.4,0.075,0.2,-1,-0.8,0.4
Frank Kaminsky\kaminfr01,C,22,CHO,81,1708,12.5,0.513,0.385,0.282,4.4,17.2,10.7,9,1.1,2,8.9,17.1,1.2,2.1,3.3,0.093,-1,0.2,-0.8,0.5
